deployment,student_id,segment_index,behavior,thinking_subtype,start_time_s,duration_s,session_duration_s,session_progress,query_number,total_queries,before_query_30s,after_response_30s
deployment_2,11779,9,seekingHelp,,175.35,15.97,958.4,0.183,0,2,1,0
deployment_2,11779,10,thinking,thinking-llm,191.31,22.06,958.4,0.1996,1,2,0,0
deployment_2,11779,11,debugging,,213.38,13.58,958.4,0.2226,1,2,0,1
deployment_2,11779,12,thinking,thinking-error,226.96,4.52,958.4,0.2368,1,2,0,0
deployment_2,11779,13,debugging,,231.48,9.72,958.4,0.2415,1,2,0,0
deployment_2,11779,14,thinking,thinking-error,241.2,7.55,958.4,0.2517,1,2,1,0
deployment_2,11779,15,debugging,,248.75,10.13,958.4,0.2595,1,2,1,0
deployment_2,11779,16,seekingHelp,,258.88,8.52,958.4,0.2701,1,2,1,0
deployment_2,11779,17,thinking,thinking-llm,267.4,1.39,958.4,0.279,2,2,0,0
deployment_2,11779,18,debugging,,268.79,7.97,958.4,0.2805,2,2,0,1
deployment_2,11779,19,thinking,thinking-error,276.76,30.82,958.4,0.2888,2,2,0,1
deployment_2,11779,20,debugging,,307.58,5.48,958.4,0.3209,2,2,0,0
deployment_2,11779,21,thinking,thinking-error,313.06,18.72,958.4,0.3266,2,2,0,0
deployment_2,11779,22,debugging,,331.79,9.39,958.4,0.3462,2,2,0,0
deployment_2,11779,23,thinking,thinking-error,341.18,6.18,958.4,0.356,2,2,0,0
deployment_2,11779,24,debugging,,347.36,12.66,958.4,0.3624,2,2,0,0
deployment_2,11779,25,thinking,thinking-error,360.02,51.64,958.4,0.3756,2,2,0,0
deployment_2,11779,26,debugging,,411.66,31.69,958.4,0.4295,2,2,0,0
deployment_2,11779,27,thinking,thinking-error,443.35,7.46,958.4,0.4626,2,2,0,0
deployment_2,11779,28,debugging,,450.81,2.59,958.4,0.4704,2,2,0,0
deployment_2,11779,29,thinking,thinking-error,453.4,6.45,958.4,0.4731,2,2,0,0
deployment_2,11779,30,debugging,,459.86,3.76,958.4,0.4798,2,2,0,0
deployment_2,11779,31,thinking,thinking-error,463.62,3.52,958.4,0.4837,2,2,0,0
deployment_2,11779,32,debugging,,467.14,18.17,958.4,0.4874,2,2,0,0
deployment_2,11779,33,thinking,thinking-error,485.31,7.29,958.4,0.5064,2,2,0,0
deployment_2,11779,34,debugging,,492.6,4.7,958.4,0.514,2,2,0,0
deployment_2,11779,35,thinking,thinking-error,497.31,4.43,958.4,0.5189,2,2,0,0
deployment_2,11779,36,debugging,,501.74,14.85,958.4,0.5235,2,2,0,0
deployment_2,11779,37,thinking,thinking-error,516.59,3.86,958.4,0.539,2,2,0,0
deployment_2,11779,38,debugging,,520.45,2.69,958.4,0.543,2,2,0,0
deployment_2,11779,39,thinking,thinking-error,523.13,3.86,958.4,0.5458,2,2,0,0
deployment_2,11779,40,debugging,,526.99,0.39,958.4,0.5499,2,2,0,0
deployment_2,11779,41,thinking,thinking-error,527.38,431.02,958.4,0.5503,2,2,0,0
deployment_2,11780,0,thinking,thinking-task,0.0,33.7,942.3,0.0,0,3,0,0
deployment_2,11780,1,testing,,33.7,4.59,942.3,0.0358,0,3,0,0
deployment_2,11780,2,thinking,thinking-error,38.29,28.5,942.3,0.0406,0,3,0,0
deployment_2,11780,3,debugging,,66.79,2.34,942.3,0.0709,0,3,0,0
deployment_2,11780,4,thinking,thinking-error,69.13,14.63,942.3,0.0734,0,3,0,0
deployment_2,11780,5,debugging,,83.75,9.32,942.3,0.0889,0,3,1,0
deployment_2,11780,6,thinking,thinking-error,93.07,5.87,942.3,0.0988,0,3,1,0
deployment_2,11780,7,seekingHelp,,98.94,6.87,942.3,0.105,0,3,1,0
deployment_2,11780,8,thinking,thinking-llm,105.81,60.63,942.3,0.1123,1,3,0,0
deployment_2,11780,9,debugging,,166.43,4.17,942.3,0.1766,1,3,0,0
deployment_2,11780,10,thinking,thinking-error,170.61,24.45,942.3,0.1811,1,3,0,0
deployment_2,11780,11,debugging,,195.06,1.21,942.3,0.207,1,3,0,0
deployment_2,11780,12,thinking,thinking-error,196.27,30.72,942.3,0.2083,1,3,0,0
deployment_2,11780,13,seekingHelp,,226.99,3.44,942.3,0.2409,1,3,1,0
deployment_2,11780,14,thinking,thinking-llm,230.43,5.88,942.3,0.2445,2,3,1,0
deployment_2,11780,15,seekingHelp,,236.31,5.49,942.3,0.2508,2,3,1,1
deployment_2,11780,16,thinking,thinking-llm,241.8,22.47,942.3,0.2566,3,3,0,1
deployment_2,11780,17,debugging,,264.27,20.8,942.3,0.2804,3,3,0,1
deployment_2,11780,18,thinking,thinking-error,285.06,30.84,942.3,0.3025,3,3,0,0
deployment_2,11780,19,debugging,,315.9,41.2,942.3,0.3352,3,3,0,0
deployment_2,11780,20,thinking,thinking-error,357.1,183.53,942.3,0.379,3,3,0,0
deployment_2,11780,21,implementing,,540.63,4.4,942.3,0.5737,3,3,0,0
deployment_2,11780,22,thinking,thinking-code,545.02,397.28,942.3,0.5784,3,3,0,0
deployment_2,11781,0,thinking,thinking-task,0.0,70.91,627.33,0.0,0,11,0,0
deployment_2,11781,1,implementing,,70.91,8.86,627.33,0.113,0,11,0,0
deployment_2,11781,2,thinking,thinking-code,79.77,12.7,627.33,0.1272,0,11,0,0
deployment_2,11781,3,implementing,,92.46,1.21,627.33,0.1474,0,11,1,0
deployment_2,11781,4,thinking,thinking-code,93.68,21.06,627.33,0.1493,0,11,1,0
deployment_2,11781,5,seekingHelp,,114.73,5.78,627.33,0.1829,0,11,1,0
deployment_2,11781,6,thinking,thinking-llm,120.52,14.43,627.33,0.1921,1,11,1,0
deployment_2,11781,7,seekingHelp,,134.95,3.69,627.33,0.2151,1,11,1,1
deployment_2,11781,8,thinking,thinking-llm,138.64,27.1,627.33,0.221,2,11,0,1
deployment_2,11781,9,seekingHelp,,165.74,10.56,627.33,0.2642,2,11,1,1
deployment_2,11781,10,thinking,thinking-llm,176.3,14.09,627.33,0.281,3,11,0,0
deployment_2,11781,11,debugging,,190.39,9.72,627.33,0.3035,3,11,1,1
deployment_2,11781,12,seekingHelp,,200.11,15.15,627.33,0.319,3,11,1,1
deployment_2,11781,13,thinking,thinking-llm,215.25,4.96,627.33,0.3431,4,11,0,0
deployment_2,11781,14,debugging,,220.21,6.35,627.33,0.351,4,11,0,1
deployment_2,11781,15,thinking,thinking-error,226.56,22.09,627.33,0.3612,4,11,0,1
deployment_2,11781,16,debugging,,248.66,7.2,627.33,0.3964,4,11,1,0
deployment_2,11781,17,thinking,thinking-error,255.85,5.82,627.33,0.4078,4,11,1,0
deployment_2,11781,18,debugging,,261.67,1.18,627.33,0.4171,4,11,1,0
deployment_2,11781,19,thinking,thinking-error,262.86,8.52,627.33,0.419,4,11,1,0
deployment_2,11781,20,seekingHelp,,271.37,7.66,627.33,0.4326,4,11,1,0
deployment_2,11781,21,thinking,thinking-llm,279.04,11.12,627.33,0.4448,5,11,0,0
deployment_2,11781,22,debugging,,290.16,1.03,627.33,0.4625,5,11,0,1
deployment_2,11781,23,thinking,thinking-error,291.19,24.55,627.33,0.4642,5,11,0,1
deployment_2,11781,24,debugging,,315.74,0.36,627.33,0.5033,5,11,1,0
deployment_2,11781,25,thinking,thinking-error,316.09,24.72,627.33,0.5039,5,11,1,0
deployment_2,11781,26,seekingHelp,,340.82,4.29,627.33,0.5433,5,11,1,0
deployment_2,11781,27,thinking,thinking-llm,345.1,12.11,627.33,0.5501,6,11,1,0
deployment_2,11781,28,seekingHelp,,357.21,3.54,627.33,0.5694,6,11,1,1
deployment_2,11781,29,thinking,thinking-llm,360.75,21.23,627.33,0.5751,7,11,0,1
deployment_2,11781,30,debugging,,381.98,1.77,627.33,0.6089,7,11,1,1
deployment_2,11781,31,thinking,thinking-error,383.75,6.33,627.33,0.6117,7,11,1,1
deployment_2,11781,32,debugging,,390.08,2.72,627.33,0.6218,7,11,1,1
deployment_2,11781,33,thinking,thinking-error,392.8,8.95,627.33,0.6261,7,11,1,0
deployment_2,11781,34,seekingHelp,,401.75,9.28,627.33,0.6404,7,11,1,0
deployment_2,11781,35,thinking,thinking-llm,411.03,19.3,627.33,0.6552,8,11,1,0
deployment_2,11781,36,seekingHelp,,430.33,4.25,627.33,0.686,8,11,1,1
deployment_2,11781,37,thinking,thinking-llm,434.58,24.38,627.33,0.6927,9,11,0,1
deployment_2,11781,38,debugging,,458.97,8.42,627.33,0.7316,9,11,1,1
deployment_2,11781,39,testing,,467.39,2.21,627.33,0.745,9,11,1,0
deployment_2,11781,40,debugging,,469.59,4.86,627.33,0.7486,9,11,1,0
deployment_2,11781,41,thinking,thinking-error,474.45,5.08,627.33,0.7563,9,11,1,0
deployment_2,11781,42,seekingHelp,,479.54,8.5,627.33,0.7644,9,11,1,0
deployment_2,11781,43,thinking,thinking-llm,488.04,46.43,627.33,0.778,10,11,0,0
deployment_2,11781,44,debugging,,534.47,12.65,627.33,0.852,10,11,0,0
deployment_2,11781,45,thinking,thinking-error,547.12,7.2,627.33,0.8721,10,11,1,0
deployment_2,11781,46,debugging,,554.31,6.88,627.33,0.8836,10,11,1,0
deployment_2,11781,47,thinking,thinking-error,561.2,6.8,627.33,0.8946,10,11,1,0
deployment_2,11781,48,seekingHelp,,567.99,4.9,627.33,0.9054,10,11,1,0
deployment_2,11781,49,thinking,thinking-llm,572.89,19.37,627.33,0.9132,11,11,0,0
deployment_2,11781,50,debugging,,592.27,1.38,627.33,0.9441,11,11,0,1
deployment_2,11781,51,thinking,thinking-error,593.65,33.68,627.33,0.9463,11,11,0,1
deployment_2,11786,0,thinking,thinking-task,0.0,70.95,542.42,0.0,0,2,0,0
deployment_2,11786,1,implementing,,70.95,6.77,542.42,0.1308,0,2,0,0
deployment_2,11786,2,thinking,thinking-code,77.72,6.94,542.42,0.1433,0,2,0,0
deployment_2,11786,3,implementing,,84.66,0.6,542.42,0.1561,0,2,0,0
deployment_2,11786,4,thinking,thinking-code,85.26,31.41,542.42,0.1572,0,2,0,0
deployment_2,11786,5,seekingHelp,,116.67,10.69,542.42,0.2151,0,2,1,0
deployment_2,11786,6,thinking,thinking-llm,127.36,14.38,542.42,0.2348,1,2,1,0
deployment_2,11786,7,seekingHelp,,141.74,4.04,542.42,0.2613,1,2,1,1
deployment_2,11786,8,thinking,thinking-llm,145.78,12.1,542.42,0.2688,2,2,0,1
deployment_2,11786,9,implementing,,157.89,87.38,542.42,0.2911,2,2,0,1
deployment_2,11786,10,thinking,thinking-code,245.27,12.59,542.42,0.4522,2,2,0,0
deployment_2,11786,11,implementing,,257.86,34.74,542.42,0.4754,2,2,0,0
deployment_2,11786,12,thinking,thinking-code,292.6,12.65,542.42,0.5394,2,2,0,0
deployment_2,11786,13,implementing,,305.25,28.57,542.42,0.5628,2,2,0,0
deployment_2,11786,14,thinking,thinking-code,333.82,7.55,542.42,0.6154,2,2,0,0
deployment_2,11786,15,testing,,341.37,80.02,542.42,0.6293,2,2,0,0
deployment_2,11786,16,thinking,thinking-error,421.39,37.44,542.42,0.7769,2,2,0,0
deployment_2,11786,17,debugging,,458.83,3.31,542.42,0.8459,2,2,0,0
deployment_2,11786,18,thinking,thinking-error,462.14,24.28,542.42,0.852,2,2,0,0
deployment_2,11786,19,debugging,,486.42,1.21,542.42,0.8968,2,2,0,0
deployment_2,11786,20,thinking,thinking-error,487.62,19.26,542.42,0.899,2,2,0,0
deployment_2,11786,21,debugging,,506.88,1.6,542.42,0.9345,2,2,0,0
deployment_2,11786,22,thinking,thinking-error,508.48,33.94,542.42,0.9374,2,2,0,0
deployment_2,11787,0,thinking,thinking-task,0.0,65.56,930.02,0.0,0,10,0,0
deployment_2,11787,1,seekingHelp,,65.56,6.75,930.02,0.0705,0,10,1,0
deployment_2,11787,2,thinking,thinking-llm,72.31,15.37,930.02,0.0777,1,10,0,0
deployment_2,11787,3,implementing,,87.68,19.49,930.02,0.0943,1,10,0,1
deployment_2,11787,4,thinking,thinking-code,107.17,17.38,930.02,0.1152,1,10,0,0
deployment_2,11787,5,debugging,,124.55,0.94,930.02,0.1339,1,10,0,0
deployment_2,11787,6,thinking,thinking-error,125.48,9.76,930.02,0.1349,1,10,0,0
deployment_2,11787,7,debugging,,135.24,11.93,930.02,0.1454,1,10,0,0
deployment_2,11787,8,thinking,thinking-error,147.16,9.03,930.02,0.1582,1,10,0,0
deployment_2,11787,9,debugging,,156.2,9.22,930.02,0.168,1,10,0,0
deployment_2,11787,10,thinking,thinking-error,165.42,3.99,930.02,0.1779,1,10,0,0
deployment_2,11787,11,debugging,,169.41,1.48,930.02,0.1822,1,10,1,0
deployment_2,11787,12,thinking,thinking-error,170.89,10.02,930.02,0.1838,1,10,1,0
deployment_2,11787,13,debugging,,180.91,5.88,930.02,0.1945,1,10,1,0
deployment_2,11787,14,seekingHelp,,186.79,13.21,930.02,0.2008,1,10,1,0
deployment_2,11787,15,thinking,thinking-llm,200.0,11.03,930.02,0.215,2,10,0,0
deployment_2,11787,16,debugging,,211.02,25.95,930.02,0.2269,2,10,0,1
deployment_2,11787,17,thinking,thinking-error,236.97,11.34,930.02,0.2548,2,10,0,0
deployment_2,11787,18,debugging,,248.31,8.46,930.02,0.267,2,10,1,0
deployment_2,11787,19,testing,,256.78,3.81,930.02,0.2761,2,10,1,0
deployment_2,11787,20,thinking,thinking-error,260.59,4.42,930.02,0.2802,2,10,1,0
deployment_2,11787,21,seekingHelp,,265.01,5.65,930.02,0.2849,2,10,1,0
deployment_2,11787,22,thinking,thinking-llm,270.65,31.52,930.02,0.291,3,10,0,0
deployment_2,11787,23,seekingHelp,,302.17,14.36,930.02,0.3249,3,10,1,0
deployment_2,11787,24,thinking,thinking-llm,316.53,7.95,930.02,0.3404,4,10,0,0
deployment_2,11787,25,debugging,,324.48,1.58,930.02,0.3489,4,10,0,1
deployment_2,11787,26,thinking,thinking-error,326.06,4.65,930.02,0.3506,4,10,0,1
deployment_2,11787,27,debugging,,330.7,6.61,930.02,0.3556,4,10,0,1
deployment_2,11787,28,thinking,thinking-error,337.32,20.72,930.02,0.3627,4,10,0,1
deployment_2,11787,29,debugging,,358.04,8.48,930.02,0.385,4,10,0,0
deployment_2,11787,30,thinking,thinking-error,366.51,15.06,930.02,0.3941,4,10,0,0
deployment_2,11787,31,debugging,,381.57,5.38,930.02,0.4103,4,10,1,0
deployment_2,11787,32,seekingHelp,,386.95,14.56,930.02,0.4161,4,10,1,0
deployment_2,11787,33,thinking,thinking-llm,401.52,19.26,930.02,0.4317,5,10,0,0
deployment_2,11787,34,debugging,,420.78,19.84,930.02,0.4524,5,10,0,1
deployment_2,11787,35,testing,,440.61,2.09,930.02,0.4738,5,10,0,0
deployment_2,11787,36,thinking,thinking-error,442.7,6.54,930.02,0.476,5,10,0,0
deployment_2,11787,37,debugging,,449.24,11.08,930.02,0.483,5,10,0,0
deployment_2,11787,38,thinking,thinking-error,460.32,9.07,930.02,0.495,5,10,0,0
deployment_2,11787,39,debugging,,469.39,1.99,930.02,0.5047,5,10,1,0
deployment_2,11787,40,thinking,thinking-error,471.38,5.62,930.02,0.5069,5,10,1,0
deployment_2,11787,41,debugging,,477.0,0.5,930.02,0.5129,5,10,1,0
deployment_2,11787,42,thinking,thinking-error,477.5,8.83,930.02,0.5134,5,10,1,0
deployment_2,11787,43,seekingHelp,,486.33,15.59,930.02,0.5229,5,10,1,0
deployment_2,11787,44,thinking,thinking-llm,501.92,8.52,930.02,0.5397,6,10,0,0
deployment_2,11787,45,debugging,,510.44,1.56,930.02,0.5489,6,10,0,1
deployment_2,11787,46,thinking,thinking-error,512.0,13.24,930.02,0.5505,6,10,0,1
deployment_2,11787,47,debugging,,525.24,38.43,930.02,0.5648,6,10,0,1
deployment_2,11787,48,thinking,thinking-error,563.67,8.93,930.02,0.6061,6,10,0,0
deployment_2,11787,49,debugging,,572.6,2.75,930.02,0.6157,6,10,0,0
deployment_2,11787,50,thinking,thinking-error,575.35,6.31,930.02,0.6186,6,10,0,0
deployment_2,11787,51,debugging,,581.66,2.08,930.02,0.6254,6,10,0,0
deployment_2,11787,52,thinking,thinking-error,583.74,20.96,930.02,0.6277,6,10,1,0
deployment_2,11787,53,seekingHelp,,604.7,9.92,930.02,0.6502,6,10,1,0
deployment_2,11787,54,thinking,thinking-llm,614.62,8.0,930.02,0.6609,7,10,0,0
deployment_2,11787,55,debugging,,622.61,5.4,930.02,0.6695,7,10,0,1
deployment_2,11787,56,thinking,thinking-error,628.01,15.78,930.02,0.6753,7,10,0,1
deployment_2,11787,57,debugging,,643.79,7.83,930.02,0.6922,7,10,0,1
deployment_2,11787,58,thinking,thinking-error,651.61,9.21,930.02,0.7006,7,10,0,0
deployment_2,11787,59,debugging,,660.83,1.95,930.02,0.7106,7,10,1,0
deployment_2,11787,60,thinking,thinking-error,662.77,7.3,930.02,0.7126,7,10,1,0
deployment_2,11787,61,debugging,,670.07,1.58,930.02,0.7205,7,10,1,0
deployment_2,11787,62,thinking,thinking-error,671.65,6.45,930.02,0.7222,7,10,1,0
deployment_2,11787,63,seekingHelp,,678.11,14.54,930.02,0.7291,7,10,1,0
deployment_2,11787,64,thinking,thinking-llm,692.64,6.89,930.02,0.7448,8,10,1,0
deployment_2,11787,65,debugging,,699.53,6.0,930.02,0.7522,8,10,1,1
deployment_2,11787,66,seekingHelp,,705.53,6.98,930.02,0.7586,8,10,1,1
deployment_2,11787,67,thinking,thinking-llm,712.51,8.9,930.02,0.7661,9,10,0,1
deployment_2,11787,68,debugging,,721.41,4.29,930.02,0.7757,9,10,1,1
deployment_2,11787,69,thinking,thinking-error,725.7,8.75,930.02,0.7803,9,10,1,1
deployment_2,11787,70,seekingHelp,,734.45,17.49,930.02,0.7897,9,10,1,1
deployment_2,11787,71,thinking,thinking-llm,751.93,11.52,930.02,0.8085,10,10,0,0
deployment_2,11787,72,debugging,,763.45,1.7,930.02,0.8209,10,10,0,1
deployment_2,11787,73,thinking,thinking-error,765.15,164.87,930.02,0.8227,10,10,0,1
deployment_2,11788,0,thinking,thinking-task,0.0,52.72,930.41,0.0,0,3,0,0
deployment_2,11788,1,seekingHelp,,52.72,2.68,930.41,0.0567,0,3,1,0
deployment_2,11788,2,thinking,thinking-llm,55.4,35.23,930.41,0.0595,1,3,0,0
deployment_2,11788,3,implementing,,90.62,19.61,930.41,0.0974,1,3,0,0
deployment_2,11788,4,thinking,thinking-code,110.23,9.71,930.41,0.1185,1,3,1,0
deployment_2,11788,5,seekingHelp,,119.94,3.16,930.41,0.1289,1,3,1,0
deployment_2,11788,6,thinking,thinking-llm,123.1,9.5,930.41,0.1323,2,3,0,0
deployment_2,11788,7,implementing,,132.6,25.19,930.41,0.1425,2,3,0,1
deployment_2,11788,8,thinking,thinking-code,157.79,8.11,930.41,0.1696,2,3,0,0
deployment_2,11788,9,implementing,,165.9,13.81,930.41,0.1783,2,3,0,0
deployment_2,11788,10,thinking,thinking-code,179.71,9.35,930.41,0.1931,2,3,0,0
deployment_2,11788,11,implementing,,189.05,40.21,930.41,0.2032,2,3,0,0
deployment_2,11788,12,thinking,thinking-code,229.27,26.36,930.41,0.2464,2,3,0,0
deployment_2,11788,13,seekingHelp,,255.62,8.92,930.41,0.2747,2,3,1,0
deployment_2,11788,14,thinking,thinking-llm,264.55,665.86,930.41,0.2843,3,3,0,0
deployment_2,11790,0,thinking,thinking-task,0.0,80.64,896.42,0.0,0,4,0,0
deployment_2,11790,1,implementing,,80.64,28.7,896.42,0.09,0,4,0,0
deployment_2,11790,2,testing,,109.35,5.01,896.42,0.122,0,4,0,0
deployment_2,11790,3,thinking,thinking-error,114.36,18.19,896.42,0.1276,0,4,0,0
deployment_2,11790,4,debugging,,132.55,11.21,896.42,0.1479,0,4,0,0
deployment_2,11790,5,thinking,thinking-error,143.76,10.2,896.42,0.1604,0,4,0,0
deployment_2,11790,6,debugging,,153.95,18.04,896.42,0.1717,0,4,0,0
deployment_2,11790,7,thinking,thinking-error,172.0,7.37,896.42,0.1919,0,4,0,0
deployment_2,11790,8,debugging,,179.37,5.7,896.42,0.2001,0,4,0,0
deployment_2,11790,9,thinking,thinking-error,185.06,12.05,896.42,0.2064,0,4,0,0
deployment_2,11790,10,debugging,,197.12,16.04,896.42,0.2199,0,4,0,0
deployment_2,11790,11,thinking,thinking-error,213.15,15.54,896.42,0.2378,0,4,0,0
deployment_2,11790,12,debugging,,228.69,5.18,896.42,0.2551,0,4,1,0
deployment_2,11790,13,thinking,thinking-error,233.88,10.43,896.42,0.2609,0,4,1,0
deployment_2,11790,14,debugging,,244.31,8.09,896.42,0.2725,0,4,1,0
deployment_2,11790,15,seekingHelp,,252.4,6.31,896.42,0.2816,0,4,1,0
deployment_2,11790,16,thinking,thinking-llm,258.71,30.98,896.42,0.2886,1,4,0,0
deployment_2,11790,17,seekingHelp,,289.69,22.34,896.42,0.3232,1,4,1,0
deployment_2,11790,18,thinking,thinking-llm,312.03,23.72,896.42,0.3481,2,4,0,0
deployment_2,11790,19,seekingHelp,,335.74,19.26,896.42,0.3745,2,4,1,1
deployment_2,11790,20,thinking,thinking-llm,355.0,16.96,896.42,0.396,3,4,0,0
deployment_2,11790,21,debugging,,371.96,8.5,896.42,0.4149,3,4,1,1
deployment_2,11790,22,thinking,thinking-error,380.46,7.9,896.42,0.4244,3,4,1,1
deployment_2,11790,23,seekingHelp,,388.36,12.26,896.42,0.4332,3,4,1,0
deployment_2,11790,24,thinking,thinking-llm,400.62,88.25,896.42,0.4469,4,4,0,0
deployment_2,11790,25,debugging,,488.88,15.95,896.42,0.5454,4,4,0,0
deployment_2,11790,26,thinking,thinking-error,504.83,10.19,896.42,0.5632,4,4,0,0
deployment_2,11790,27,debugging,,515.01,0.6,896.42,0.5745,4,4,0,0
deployment_2,11790,28,thinking,thinking-error,515.61,6.7,896.42,0.5752,4,4,0,0
deployment_2,11790,29,debugging,,522.32,8.86,896.42,0.5827,4,4,0,0
deployment_2,11790,30,thinking,thinking-error,531.17,9.07,896.42,0.5926,4,4,0,0
deployment_2,11790,31,debugging,,540.25,4.76,896.42,0.6027,4,4,0,0
deployment_2,11790,32,thinking,thinking-error,545.01,170.3,896.42,0.608,4,4,0,0
deployment_2,11790,33,debugging,,715.31,14.37,896.42,0.798,4,4,0,0
deployment_2,11790,34,thinking,thinking-error,729.68,7.87,896.42,0.814,4,4,0,0
deployment_2,11790,35,debugging,,737.55,0.99,896.42,0.8228,4,4,0,0
deployment_2,11790,36,thinking,thinking-error,738.54,6.09,896.42,0.8239,4,4,0,0
deployment_2,11790,37,debugging,,744.63,3.58,896.42,0.8307,4,4,0,0
deployment_2,11790,38,thinking,thinking-error,748.21,148.2,896.42,0.8347,4,4,0,0
deployment_2,11791,0,thinking,thinking-task,0.0,54.24,1949.13,0.0,0,3,0,0
deployment_2,11791,1,implementing,,54.24,10.73,1949.13,0.0278,0,3,0,0
deployment_2,11791,2,thinking,thinking-code,64.97,16.01,1949.13,0.0333,0,3,0,0
deployment_2,11791,3,implementing,,80.99,13.38,1949.13,0.0416,0,3,0,0
deployment_2,11791,4,thinking,thinking-code,94.37,59.11,1949.13,0.0484,0,3,0,0
deployment_2,11791,5,debugging,,153.48,4.03,1949.13,0.0787,0,3,0,0
deployment_2,11791,6,testing,,157.51,2.7,1949.13,0.0808,0,3,0,0
deployment_2,11791,7,debugging,,160.21,6.14,1949.13,0.0822,0,3,0,0
deployment_2,11791,8,thinking,thinking-error,166.35,21.85,1949.13,0.0853,0,3,0,0
deployment_2,11791,9,debugging,,188.21,36.83,1949.13,0.0966,0,3,0,0
deployment_2,11791,10,thinking,thinking-error,225.04,10.5,1949.13,0.1155,0,3,0,0
deployment_2,11791,11,debugging,,235.54,17.36,1949.13,0.1208,0,3,0,0
deployment_2,11791,12,thinking,thinking-error,252.9,49.17,1949.13,0.1298,0,3,0,0
deployment_2,11791,13,seekingHelp,,302.07,7.58,1949.13,0.155,0,3,1,0
deployment_2,11791,14,thinking,thinking-llm,309.65,0.68,1949.13,0.1589,1,3,0,0
deployment_2,11791,15,debugging,,310.32,0.28,1949.13,0.1592,1,3,0,1
deployment_2,11791,16,thinking,thinking-error,310.61,22.71,1949.13,0.1594,1,3,0,1
deployment_2,11791,17,debugging,,333.31,6.55,1949.13,0.171,1,3,0,1
deployment_2,11791,18,thinking,thinking-error,339.87,18.59,1949.13,0.1744,1,3,0,0
deployment_2,11791,19,debugging,,358.45,10.73,1949.13,0.1839,1,3,0,0
deployment_2,11791,20,thinking,thinking-error,369.18,27.16,1949.13,0.1894,1,3,0,0
deployment_2,11791,21,debugging,,396.35,18.34,1949.13,0.2033,1,3,0,0
deployment_2,11791,22,thinking,thinking-error,414.68,6.05,1949.13,0.2128,1,3,0,0
deployment_2,11791,23,debugging,,420.74,31.39,1949.13,0.2159,1,3,0,0
deployment_2,11791,24,thinking,thinking-error,452.12,6.83,1949.13,0.232,1,3,0,0
deployment_2,11791,25,debugging,,458.96,4.91,1949.13,0.2355,1,3,0,0
deployment_2,11791,26,thinking,thinking-error,463.87,10.88,1949.13,0.238,1,3,0,0
deployment_2,11791,27,debugging,,474.74,17.51,1949.13,0.2436,1,3,0,0
deployment_2,11791,28,thinking,thinking-error,492.26,6.17,1949.13,0.2526,1,3,0,0
deployment_2,11791,29,debugging,,498.43,36.11,1949.13,0.2557,1,3,0,0
deployment_2,11791,30,thinking,thinking-error,534.54,7.31,1949.13,0.2742,1,3,0,0
deployment_2,11791,31,debugging,,541.85,10.92,1949.13,0.278,1,3,0,0
deployment_2,11791,32,thinking,thinking-error,552.77,11.43,1949.13,0.2836,1,3,0,0
deployment_2,11791,33,debugging,,564.21,2.29,1949.13,0.2895,1,3,0,0
deployment_2,11791,34,thinking,thinking-error,566.5,68.22,1949.13,0.2906,1,3,0,0
deployment_2,11791,35,debugging,,634.73,12.31,1949.13,0.3256,1,3,1,0
deployment_2,11791,36,seekingHelp,,647.03,10.65,1949.13,0.332,1,3,1,0
deployment_2,11791,37,thinking,thinking-llm,657.68,38.64,1949.13,0.3374,2,3,0,0
deployment_2,11791,38,debugging,,696.32,14.03,1949.13,0.3572,2,3,0,0
deployment_2,11791,39,thinking,thinking-error,710.35,9.54,1949.13,0.3644,2,3,0,0
deployment_2,11791,40,debugging,,719.89,3.26,1949.13,0.3693,2,3,0,0
deployment_2,11791,41,thinking,thinking-error,723.15,4.95,1949.13,0.371,2,3,0,0
deployment_2,11791,42,debugging,,728.11,22.27,1949.13,0.3736,2,3,0,0
deployment_2,11791,43,thinking,thinking-error,750.38,4.04,1949.13,0.385,2,3,0,0
deployment_2,11791,44,debugging,,754.42,1.08,1949.13,0.3871,2,3,0,0
deployment_2,11791,45,thinking,thinking-error,755.49,17.99,1949.13,0.3876,2,3,0,0
deployment_2,11791,46,debugging,,773.48,11.04,1949.13,0.3968,2,3,0,0
deployment_2,11791,47,thinking,thinking-error,784.52,4.6,1949.13,0.4025,2,3,1,0
deployment_2,11791,48,debugging,,789.12,3.5,1949.13,0.4049,2,3,1,0
deployment_2,11791,49,seekingHelp,,792.63,12.36,1949.13,0.4067,2,3,1,0
deployment_2,11791,50,thinking,thinking-llm,804.99,23.09,1949.13,0.413,3,3,0,0
deployment_2,11791,51,debugging,,828.08,9.86,1949.13,0.4248,3,3,0,1
deployment_2,11791,52,thinking,thinking-error,837.94,6.17,1949.13,0.4299,3,3,0,0
deployment_2,11791,53,debugging,,844.11,8.96,1949.13,0.4331,3,3,0,0
deployment_2,11791,54,thinking,thinking-error,853.07,6.95,1949.13,0.4377,3,3,0,0
deployment_2,11791,55,debugging,,860.02,1089.11,1949.13,0.4412,3,3,0,0
deployment_2,11792,0,thinking,thinking-task,0.0,78.87,938.34,0.0,0,7,0,0
deployment_2,11792,1,implementing,,78.87,45.56,938.34,0.0841,0,7,0,0
